,respid,hidsq01a,sq01,sq05b,hidsq03,sq08ax1_1,hq04a,sq04,sq10_1,sq10_2,sq10_3,sq10_4,sq10_5,sq10_6,sq10_7,sq10_8,sq10_9,sq10_10,sq10_11,sq10_12,sq10_13,sq10_14,sq10_15,sq10_16,sq10_17,sq10_18,sq10_19,sq10_20,sq10_21,sq10_22,sq10_66,sq10_23,sq10_24,sq10_25,sq10_26,sq10_27,sq10_28,sq10_29,sq10_30,sq10_31,sq10_32,sq10_33,sq10_34,sq10_35,sq10_36,sq10_37,sq10_38,sq10_39,sq10_40,sq10_41,sq10_42,sq10_43,sq10_44,sq10_45,sq10_46,sq10_47,sq10_48,sq10_49,sq10_50,sq10_51,sq10_52,sq10_53,sq10_54,sq10_55,sq10_56,sq10_57,sq10_58,sq10_59,sq10_60,sq10_61,sq10_62,sq10_63,sq10_64,sq10_65,K6b,sq08x1_1,sq08x1_2
622,3876.0,1.0,2.0,1.0,3.0,12.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,6.0,6.0
623,3878.0,3.0,2.0,5.0,4.0,35.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,20.0,15.0
624,3892.0,3.0,2.0,3.0,3.0,40.0,3.0,1.0,2.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,8.0,10.0
625,3893.0,1.0,2.0,4.0,3.0,25.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,15.0,10.0
626,3900.0,2.0,2.0,7.0,4.0,16.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,10.0,16.0
627,3904.0,3.0,2.0,2.0,4.0,20.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,6.0,10.0
628,3906.0,2.0,1.0,6.0,4.0,26.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,5.0,11.0
629,3925.0,3.0,2.0,1.0,2.0,10.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,13.0,13.0
630,3930.0,1.0,2.0,1.0,4.0,10.0,2.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,10.0,12.0
631,3939.0,1.0,2.0,1.0,1.0,20.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,18.0,10.0
632,3942.0,3.0,1.0,1.0,4.0,48.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,24.0,12.0
633,3945.0,3.0,2.0,2.0,2.0,20.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,2.0,5.0,12.0,8.0
634,3954.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,2.0,4.0
635,3961.0,2.0,1.0,5.0,4.0,25.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,15.0,10.0
636,3965.0,3.0,1.0,3.0,2.0,20.0,2.0,2.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,6.0
637,3967.0,2.0,2.0,5.0,3.0,9.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0,6.0
638,3974.0,3.0,2.0,3.0,4.0,13.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,10.0,3.0
639,3976.0,2.0,1.0,6.0,4.0,11.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,6.0
640,3979.0,3.0,1.0,3.0,3.0,14.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
641,3984.0,3.0,1.0,4.0,3.0,80.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,18.0,20.0
642,3988.0,3.0,2.0,3.0,2.0,20.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,6.0,20.0,15.0
643,3996.0,3.0,2.0,3.0,3.0,44.0,3.0,2.0,3.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,20.0,24.0
644,3999.0,1.0,2.0,7.0,4.0,17.0,3.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,6.0,12.0,15.0
645,4004.0,2.0,2.0,1.0,2.0,31.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,6.0,15.0,16.0
646,4005.0,3.0,1.0,1.0,3.0,20.0,3.0,2.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,6.0
647,4006.0,2.0,1.0,4.0,2.0,30.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,20.0,25.0
648,4016.0,3.0,2.0,7.0,4.0,35.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,22.0,15.0
649,4038.0,3.0,2.0,7.0,4.0,20.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,16.0
650,4039.0,2.0,2.0,7.0,3.0,30.0,4.0,1.0,4.0,3.0,5.0,4.0,1.0,4.0,2.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,4.0,20.0,30.0
651,4049.0,2.0,2.0,1.0,4.0,45.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,18.0,25.0
652,4051.0,2.0,1.0,6.0,4.0,40.0,3.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,20.0,20.0
653,4060.0,3.0,2.0,3.0,3.0,38.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,20.0,18.0
654,4068.0,2.0,1.0,8.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0
655,4071.0,2.0,1.0,4.0,2.0,12.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0
656,4077.0,3.0,2.0,4.0,3.0,30.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,12.0,7.0
657,4078.0,1.0,1.0,3.0,3.0,31.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,9.0,12.0
658,4081.0,2.0,1.0,5.0,3.0,35.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,15.0,28.0
659,4084.0,3.0,1.0,5.0,3.0,56.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,4.0,2.0,24.0,30.0
660,4085.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,14.0,24.0
661,4090.0,3.0,1.0,6.0,3.0,30.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,6.0,12.0
662,4109.0,3.0,1.0,1.0,4.0,42.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,16.0
663,4113.0,1.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,5.0,10.0,10.0
664,4114.0,3.0,1.0,1.0,3.0,80.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,6.0,14.0,28.0
